central_pressurec2,central_energy_densityc2,central_baryon_density,central_cs2c2,M,R,Lambda,I,Mb
3.605657830996926875e+14,1.437636706915545500e+15,1.202511290386537000e+15,4.758741002646644236e-01,1.897182165866293513e+00,1.218991779052879210e+01,4.624630425739077566e+01,2.223483806821644926e+00,2.181016644711871066e+00
3.979602965502735000e+14,1.509385623233251500e+15,1.250032077736748250e+15,5.934878144495935315e-01,1.917445660289707199e+00,1.206095691798617686e+01,3.864602440770680403e+01,2.214285721539915208e+00,2.208989339735348167e+00
4.392330194753753750e+14,1.574739124057683750e+15,1.292424441459268000e+15,7.279036607903099920e-01,1.936446673422712816e+00,1.193307449799114472e+01,3.235828854103770169e+01,2.204765777448602471e+00,2.235438345698040230e+00
4.847861635189116875e+14,1.626963475699611750e+15,1.325587319056537000e+15,9.658990897922863361e-01,1.955221157517989194e+00,1.180403131630646918e+01,2.715732961442513016e+01,2.195066531017360933e+00,2.261828324947254387e+00
5.350636539577388125e+14,1.679452798757150250e+15,1.358145921828736500e+15,8.704742778358092181e-01,1.974060694883347900e+00,1.167447306060116219e+01,2.266688095299394590e+01,2.186612510509839513e+00,2.288580837611139618e+00
5.905554558498418750e+14,1.824529319351186750e+15,1.445707944657019750e+15,2.052086904581065241e-01,1.992100370560227152e+00,1.154893784797333112e+01,1.904486021541552887e+01,2.179452342051179325e+00,2.314424776445826559e+00
6.518023488501808750e+14,2.241774645941844750e+15,1.692660030941467250e+15,2.413275828334469075e-01,2.000692762768297328e+00,1.144223142546196748e+01,1.682086250659768467e+01,2.160079249963300807e+00,2.326865619413721387e+00
7.194011972258143750e+14,2.413280689586056000e+15,1.792070540380883750e+15,5.892703325633154021e-01,2.000160754465168278e+00,1.133876793208635725e+01,1.535453677060847610e+01,2.124654211410327509e+00,2.326077875217787749e+00
7.940107664277428750e+14,2.559594091880143000e+15,1.874702134048462500e+15,4.059904713459300263e-01,1.995737713728549245e+00,1.122461133625028928e+01,1.403198648162712558e+01,2.078987169676388636e+00,2.319614117580962365e+00
8.763581429032253750e+14,2.755751504147933500e+15,1.983169847964992250e+15,5.964314338188774212e-01,1.988562396721243353e+00,1.110617469840679661e+01,1.295903860219919679e+01,2.027853866478006584e+00,2.309099766769868278e+00
9.672458197110358750e+14,2.884651737786340500e+15,2.052713162465251500e+15,6.737622264139868644e-01,1.978639721225956993e+00,1.098133460580403131e+01,1.195042139713828178e+01,1.970918206394759009e+00,2.294449887481470718e+00
1.067559516990516875e+15,3.167723188213527500e+15,2.201122946074112250e+15,2.160267121667939771e-01,1.967355430876962519e+00,1.085301934260361989e+01,1.105300412905432417e+01,1.911964083295168759e+00,2.277791027816576275e+00
1.121552774459391000e+15,3.662927741215184500e+15,2.456772124239607000e+15,7.848633271263855127e-02,1.961249046694823805e+00,1.079654934103301755e+01,1.071534003815422587e+01,1.884417533010633417e+00,2.268721762114881191e+00
1.178276813496601750e+15,4.797054574483207000e+15,3.035241657403810000e+15,4.832892255406789905e-02,1.955219564833071022e+00,1.075774062037841183e+01,1.057746019494243583e+01,1.862257705253659301e+00,2.259775859789351138e+00
1.237869747050386750e+15,6.021150625057439000e+15,3.654540341530339500e+15,6.879082817918916182e-02,1.948909451739001097e+00,1.073379697048948245e+01,1.059048885682314456e+01,1.843816533134132296e+00,2.250418480688011869e+00
1.300476673316976750e+15,6.715616879917027000e+15,4.002747137448051500e+15,1.126045864687410525e-01,1.942261173186954792e+00,1.071692905684725972e+01,1.064150930263386030e+01,1.827121082166385913e+00,2.240554459757674977e+00
1.435349960611327000e+15,8.787200816148402000e+15,5.026238418803223000e+15,3.856494052380894655e-02,1.927260132436654061e+00,1.068633066222678885e+01,1.096354844263420958e+01,1.790849830560033773e+00,2.218394274117331477e+00
1.584211044841078500e+15,2.718833176358800800e+16,1.399999999999992400e+16,5.135882335079932151e-03,1.922053269847741941e+00,1.068390000307443444e+01,1.116187748083658882e+01,1.780640119449473202e+00,2.210697871072816678e+00
